"id","train","target","tof","r","fitem","ford","m","f1","f3","f5","f6","f7","f8","f9","f10","f12","f14","f17","f19","f20","f21","f22","f23","f26","f27","f30","f31","f35","f36","f37","f38","f39","f40","f41","f44","f50","f99","m1","m3","m5","m6","m7","m8","m9","m10","m12","m14","m17","m19","m20","m21","m22","m23","m26","m27","m30","m31","m35","m36","m37","m38","m39","m40","m41","m44","m50","m99"
3093590,0,0,6.61190965092402,5.19644079397673,9,4,110.06,2,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,24.54,6.62,0,0,0,0,0,0,0,15.24,0,38.22,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,15.24,0,0
3094979,0,0,5.81519507186858,5.81519507186858,6,1,57.95,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,10.12,0,0,10.17,15.31,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,0,0,0,0,0,0,17.28
3095126,0,0,5.83436002737851,5.83436002737851,2,1,15.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.21,0,0,0,0,0,0,0,0,0,0,0,0,0
3097293,0,0,0.257357973990418,0.257357973990418,3,1,36.45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,29.95,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0
3098494,1,0,6.59822039698836,2.40383299110198,19,5,152.34,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,1,0,0,5,0,5,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,13.35,0,0,26.8,0,0,0,0,5.01,0,0,34.51,0,37.4,20.32,0,0,0,9.95,0,0
3098605,0,0,6.96235455167693,1.67556468172485,57,16,629.4,3,1,0,0,2,8,0,0,3,0,0,16,19,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,17.59,7.16,0,0,37.17,77.61,0,0,32.85,0,0,176.67,234.02,0,0,0,0,20.4,0,0,10.63,0,0,0,0,8.67,6.62,0,0,0
3098621,0,0,3.76454483230664,3.32375085557837,2,2,22.88,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68,0,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099024,1,0,4.71184120465435,0.848733744010951,2,2,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.35,0,0,49.95,0,0,0,0,0,0,0
3100472,0,0,3.86858316221766,3.68788501026694,2,2,25.51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0
3100723,0,0,7.00342231348391,0.602327173169062,94,35,916.88,8,4,4,2,0,1,0,0,3,14,0,3,1,0,0,2,2,1,0,12,2,3,1,1,0,11,8,2,7,2,85,32.11,28.99,10.02,0,25.46,0,0,53.05,124.67,0,23.16,8.67,0,0,19.1,22.96,8.67,0,147.14,14.7,14.15,7.57,7.62,0,91.11,63.4,20.26,88.72,20.35
3100766,0,0,6.84736481861739,0.561259411362081,39,14,348.43,0,0,2,0,0,2,0,0,0,5,0,2,10,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,9,0,0,11.9,0,0,9.06,0,0,0,29.87,0,19.52,80.85,0,0,0,0,0,0,0,59.31,0,0,0,0,2.5,0,0,0,135.41
3102041,0,0,6.99247091033539,6.73511293634497,6,2,92.65,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12.68,0,0,0,0,0,0,0,19.43,25.46,0,0,15.24,0,0,0,0,0,10.17,0,0,0,0,0,0,0,0,9.66
3102599,1,0,6.072553045859,6.072553045859,11,1,116.96,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,3,7.64,0,0,0,0,0,0,5.11,0,0,0,12.68,20.43,0,0,5.09,0,0,0,7.57,0,0,0,0,0,7.64,0,5.01,0,45.79
3103250,0,0,3.23613963039014,3.23613963039014,2,1,54.61,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6,0,0,0,0,0,5.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103374,0,0,3.12662559890486,3.0362765229295,2,2,99.19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3106306,0,0,6.84462696783025,0.0985626283367557,36,17,414.1,0,0,0,0,0,0,0,0,1,10,0,3,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29.65,143.29,0,33.34,0,0,0,0,0,0,0,137.53,0,70.28,0,0,0,0,0,0,0,0
3106810,1,43.25,6.2258726899384,3.95619438740589,9,4,71.07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,10.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.62,0,10.12,0,0,0,10.2,0,0,0
3106861,0,0,6.85010266940452,4.16700889801506,16,3,227.42,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,2,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101.24,13.68,10.2,6.62,0,0,15.24,0,0,0,0,18.79,4.6,26.48,25.46,0,0,5.11,0,0,0,0
3107507,1,0,6.78986995208761,5.15537303216975,18,4,164.43,0,0,1,0,0,8,0,0,1,0,0,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,12.68,0,0,61.18,0,0,15.31,0,0,36.15,0,10.12,0,0,0,0,0,0,5.09,0,15.24,0,0,0,0,0,0,8.67
3108481,1,0,0.668035592060233,0.668035592060233,1,1,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,0,0,0,0,0,0
3109062,1,55.3,7.01163586584531,0.139630390143737,81,15,1021.92,1,1,0,0,0,2,0,1,8,10,0,5,3,0,0,0,0,11,0,9,1,0,0,1,0,6,0,1,1,20,0,9.66,0,0,0,12.52,0,9.1,117.95,80.48,0,33.45,26.98,0,0,0,0,97.54,0,124.13,8.95,0,0,2.95,0,68.56,0,1.95,7.57,420.13
3109194,1,0,6.31348391512663,6.31348391512663,3,1,38.3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3109496,1,142.74,5.06228610540726,0.0465434633812457,30,7,774.43,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,11,9,0,0,0,0,0,0,0,0,12.99,0,0,139.23,15.24,0,0,0,0,0,0,0,79.9,0,0,0,0,0,0,99,184.25,243.82
3110044,0,0,6.84736481861739,0.563997262149213,100,24,1658.5,1,0,1,1,0,3,0,4,7,1,0,25,9,1,1,3,1,3,0,17,2,0,3,0,0,7,3,2,0,5,5.09,0,15.24,8.67,0,37.45,0,56.9,115.73,15.31,0,453.65,217.68,7.67,15.24,156.44,15.31,38.12,0,194.83,14.16,0,45.42,0,0,94.12,47.58,6.96,0,96.94
3112055,1,0,3.65776865160849,3.65776865160849,2,1,18.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68,0,0,0,0,0,0,0,0,0,6.14,0,0,0,0,0,0,0,0
3112705,0,0,1.50034223134839,1.50034223134839,8,1,92,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,15.4,0,0,0,0,0,0,0,0,9.9,0,0,0,0,0,33.8,19.9
3114724,0,0,6.11088295687885,0.544832306639288,11,7,106.19,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10.2,85.79,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0
3116654,0,0,4.86789869952088,0.410677618069815,33,5,259.35,1,0,1,0,0,0,0,0,0,11,0,1,0,0,0,1,1,0,0,6,0,0,0,0,0,2,2,3,1,3,10.2,0,8.59,0,0,0,0,0,0,80.1,0,10.2,0,0,0,9.95,5.01,0,0,67.73,0,0,0,0,0,16.15,11.06,30.24,10.12,0
3116751,0,0,5.27857631759069,1.97946611909651,14,6,166.3,0,1,0,0,0,0,1,1,2,3,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.64,0,0,0,0,10.2,25.54,21.86,25.41,0,24.75,22.9,0,0,0,0,0,0,7.57,0,0,0,0,0,0,0,0,20.43,0
3117812,1,0,6.25325119780972,0.577686516084873,44,19,497.29,0,0,0,0,1,0,0,0,1,2,0,5,28,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,10,25.6,0,30.42,359.23,0,0,15.24,0,0,0,0,31.56,0,0,0,0,9.95,0,15.29,0,0
3118762,0,0,6.60917180013689,0.0574948665297741,170,17,1415.52,13,8,3,1,12,25,2,3,4,10,1,23,9,0,1,3,1,0,0,8,20,1,8,1,0,4,3,5,0,1,81,71.69,25.39,4.95,131.4,164.65,27.9,30.24,58,79.4,10.2,256.89,66.71,0,10.2,23.49,5,0,0,63.11,140.6,4.95,48.07,7.62,0,40.62,19.02,36.85,0,7.57
3118991,0,0,6.78439425051335,0.889801505817933,31,15,479.94,0,0,2,0,0,1,1,0,0,3,0,5,3,0,0,1,1,0,0,5,1,0,3,0,0,3,0,1,0,1,0,0,10.04,0,0,14.95,9.95,0,0,134.97,0,52.9,40.52,0,0,49.95,5.01,0,0,94.38,6.6,0,25.3,0,0,25.26,0,2.56,0,7.57
3120686,0,77.55,6.97878165639973,0.142368240930869,163,52,1768.29,11,6,8,1,1,6,0,6,5,17,0,28,20,1,0,0,1,18,0,11,2,1,1,0,0,4,0,10,2,3,98.42,100.14,40.04,10.2,20.35,59.62,0,54.58,67.91,177.64,0,328.11,271.65,9.2,0,0,15.31,190.91,0,93.35,15.01,5,5.9,0,0,50.68,0,94.91,20.15,39.19
3121810,0,0,5.71937029431896,0.985626283367556,45,9,441.97,3,0,1,1,0,0,0,0,1,14,0,3,0,1,0,1,1,0,0,5,5,1,3,0,0,1,0,4,0,0,23.72,0,8.59,9.95,0,0,0,0,20.45,122.13,0,55.09,0,9.95,0,10.2,10.2,0,0,44.92,47.98,5.11,22.99,0,0,12.73,0,37.95,0,0
3121828,1,0,1.47296372347707,0.366872005475702,9,2,49.14,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1.5,0,2.95,0,0,0,0,0,0,23.84,0,0,0,0,0,0,0,0,0,0,4.95,0,0,0,0,7.95,0,0,0,7.95
3121887,0,0,4.76112251882272,0.0246406570841889,41,23,322.37,0,0,1,0,0,0,0,0,0,31,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,15.13,0,0,0,0,0,0,224.61,0,18.18,22.8,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,15.9,12.95
3126501,1,0,0.251882272416153,0.251882272416153,5,1,41.65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3.95,0,0,0,0,0,0,0,0,0,19.9,0,0,0,0,0,0,0,13.85,0,0,0,0,3.95,0,0,0,0
3126781,1,14.93,5.73579739904175,0.175222450376454,29,9,222.54,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.34,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,0
3127028,0,0,7.03901437371663,3.6249144421629,20,11,201.12,0,0,2,0,2,0,0,0,0,2,0,2,1,0,0,0,0,1,0,3,2,1,2,0,0,0,0,1,0,1,0,0,21.91,0,10.23,0,0,0,0,10.1,0,34.13,7.64,0,0,0,0,10.2,0,48.47,20.35,10.2,17.77,0,0,0,0,10.12,0,0
3129047,0,0,6.86105407255305,2.02053388090349,39,14,522.88,1,4,1,0,4,1,1,0,2,6,0,4,7,0,0,1,0,1,1,1,3,0,0,0,0,0,0,0,0,1,5,94.49,14.95,0,114.71,10.2,8.95,0,23,48.39,0,49.34,83.42,0,0,8.67,0,20.35,5.01,2.56,28.76,0,0,0,0,0,0,0,0,5.09
3129276,1,0,6.65297741273101,0.960985626283368,28,8,210.91,0,0,0,0,0,0,0,0,0,3,0,2,4,4,0,0,1,0,0,2,8,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,11.04,0,15.21,45.86,30.1,0,0,5.01,0,0,15.13,65.38,0,5.95,0,0,5,0,2.56,0,9.66
3130215,1,0,3.87679671457906,2.15468856947296,7,2,73.17,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95,16.9,0,8.59,0,0,0,6.54,0,0,0,12.76,20.43,0,0,0,0,0,0,0,0,0
3130320,1,104.15,7.05270362765229,0.0574948665297741,182,63,2606.36,0,0,0,0,0,1,0,0,1,0,0,10,164,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20.35,0,0,50.11,0,0,121.75,2297.89,57.75,0,0,0,12.76,0,10.12,0,0,0,0,0,0,0,0,0,35.64
3131475,0,0,6.97878165639973,6.04517453798768,18,5,143.14,2,0,0,0,1,0,0,1,0,0,0,3,2,0,0,0,0,0,1,1,2,0,1,0,0,1,0,1,0,2,10.2,0,0,0,5.11,0,0,6.62,0,0,0,25.41,19.17,0,0,0,0,0,5.01,5.09,10.12,0,8.64,0,0,5.09,0,30.65,0,12.02
3132650,0,0,6.85831622176591,6.34907597535934,6,3,56.14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.67,0,0,6.9,0,0,0,0,0,0,0,25.44,0,10.12,0,0,0,0,0,0,0,5.01
3135136,1,0,4.9637234770705,3.24435318275154,6,2,80.99,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,8.67,0,0,0,15.34,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,28.99,0,0,0,0,0,7.57,0,0,0
3137341,0,0,6.85010266940452,3.5482546201232,21,14,274.13,0,0,0,1,0,3,0,0,5,1,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,8.67,0,35.69,0,0,100.47,15.29,0,31.57,24.87,0,0,0,0,0,0,20.35,15.31,0,0,0,0,0,6.6,5.11,0,10.2
3137546,0,0,3.96714579055441,3.96714579055441,1,1,10.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17,0,0,0,0,0,0,0,0,0,0
3139174,0,0,6.96509240246407,0.150581793292266,92,19,737.51,2,1,1,1,0,1,0,0,2,1,0,23,37,1,0,0,0,1,0,17,1,2,0,0,0,0,1,0,0,0,6.9,4.95,7.57,4.95,0,6.95,0,0,20.1,4.95,0,193.5,301.76,6.54,0,0,0,14.95,0,134.55,6.62,16.59,0,0,0,0,6.62,0,0,0
3140326,1,0,4.24366872005476,0.0465434633812457,24,9,211.4,2,1,1,0,0,0,0,0,0,2,0,1,2,0,0,0,1,1,0,2,5,1,1,0,0,1,1,0,0,2,11.66,6.62,2.56,0,0,0,0,0,0,11.59,0,9.95,25.13,0,0,0,9.95,24.95,0,12.95,26.59,7.67,5,0,0,10.2,13.9,0,0,32.7
3141276,0,0,6.80082135523614,1.95208761122519,31,13,242.84,3,0,2,0,0,0,0,0,0,4,0,1,1,0,0,0,0,1,0,7,0,11,0,0,0,0,0,0,0,1,17.63,0,13.62,0,0,0,0,0,0,27.99,0,10.2,20.4,0,0,0,0,5.01,0,52.69,0,90.22,0,0,0,0,0,0,0,5.09
3141365,0,0,6.84736481861739,0.996577686516085,23,6,280.3,1,1,0,0,0,1,0,1,0,1,0,5,0,0,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,3,12.76,10.17,0,0,0,9.95,0,4.95,0,3.04,0,58.62,0,0,0,0,0,0,0,77.63,19.28,25.05,4.06,0,0,0,0,0,0,54.77
3142043,0,0,6.11635865845311,1.01848049281314,26,13,340.39,2,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,1,1,1,8,0,0,0,0,0,1,1,0,0,3,11.45,0,0,0,0,0,0,0,0,16.26,0,84.34,0,0,0,5.09,5.9,6.54,5.01,107.64,0,0,0,0,0,8.59,5.09,0,0,84.49
3142396,1,0,5.83162217659138,2.99247091033539,28,7,431.33,0,0,1,1,1,0,1,0,1,0,0,5,0,0,0,3,1,0,0,1,3,0,5,0,0,2,2,1,0,0,0,0,7.57,34.77,10.2,0,10.17,0,12.78,0,0,157.07,0,0,0,45.38,15.31,0,0,6.62,37.73,0,41.67,0,0,21.45,15.29,15.31,0,0
3143155,0,0,6.39014373716632,0.153319644079398,46,20,446.67,1,1,2,0,0,0,0,3,0,21,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,4,6,5.09,20.35,12.57,0,0,0,0,19.68,0,140.39,0,41.89,0,0,0,0,0,0,0,6.62,0,0,0,0,0,10.17,0,22.02,75.18,92.71
3143171,1,59,6.65023956194387,0.254620123203285,24,13,251.17,2,0,1,0,1,0,0,0,0,2,0,4,4,0,0,0,0,1,0,1,1,0,2,0,0,0,1,2,1,1,25.41,0,2.5,0,0,0,0,0,0,35.9,0,47.65,34.95,0,0,0,0,10.2,0,7.64,6.95,0,16.26,0,0,0,2.95,31.01,9.95,19.8
3147932,1,0,6.70499657768652,0.955509924709103,37,13,319.65,1,0,3,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,19,0,0,9.9,0,0,10.17,0,0,15.24,19.97,0,10.12,0,0,0,0,0,0,0,0,37.33,12.76,0,0,0,0,9.95,0,0,194.21
3148513,0,0,6.17932922655715,0.889801505817933,22,9,333.74,0,2,0,0,2,1,1,1,0,8,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,100.21,0,0,10.17,10.12,19.95,9.18,0,108.59,18.41,22.96,0,0,0,0,0,0,0,8.67,0,0,0,0,0,0,0,0,0,25.49
3149161,0,0,1.23203285420945,1.23203285420945,6,1,50.2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,4.95,0,0,0,19.9,0,0,0,0,0,22.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149170,1,0,6.30800821355236,0.216290212183436,67,29,552.54,8,0,1,1,0,12,0,1,0,0,0,6,13,2,0,0,3,2,1,4,2,1,1,0,0,2,0,0,0,7,50.09,0,4.06,9.95,0,86.24,0,6.62,0,0,0,48.92,124.66,13.15,0,0,19.81,20.25,20.4,76.64,8.9,10.2,9.95,0,0,11.49,0,0,0,31.19
3149722,1,0,6.03696098562628,6.03696098562628,1,1,34.77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3150577,0,0,1.51129363449692,1.51129363449692,4,1,39.84,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,0,12.99,0,0,0,0,0,0,0,0,0,0,0,9.95,0,0,0,0,0,0
3150836,0,0,7.02258726899384,5.14168377823409,21,4,286.12,2,0,0,0,1,2,0,0,0,0,0,10,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,12.76,0,0,0,75.67,20.86,0,0,0,0,0,127.62,33.06,0,0,0,0,0,0,8.59,0,0,0,0,0,0,0,0,0,7.57
3151867,0,0,6.39835728952772,3.76180698151951,9,2,105.97,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,50.92,0,0,10.12,0,0,0,0,5.01,0,5.09,10.17,0,0,0,0,0,0,6.9,17.74,0
3152910,0,0,4.13963039014374,1.12799452429843,13,8,177.26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,4.95,7.57,0,0,0,0,0,0,0,39.9,105.04
3155021,0,0,4.72279260780287,0.0082135523613963,28,8,225.23,0,0,0,0,0,1,0,0,0,18,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4.95,0,0,0,137.13,0,39.85,0,0,0,0,0,0,0,15.31,0,0,0,0,0,0,0,0,10.2,17.79
3156885,1,0,1.22929500342231,0.53388090349076,12,4,88.74,0,0,0,0,0,4,0,1,1,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.2,0,7.95,12.99,0,0,0,26.8,0,0,0,0,0,0,7.95,4.95,0,5.9,0,0,0,0,0,0,0
3159868,1,0,6.78986995208761,2.88021902806297,10,3,100.75,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19.55,15.31,0,0,0,0,0,0,0,0,0,0,0,0,0,25.46,0,0,0,0,0,0,0,0,0,40.43
3160971,0,0,2.48049281314168,1.36892539356605,26,5,371,1,0,0,0,0,0,0,0,1,6,0,3,1,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,8,3.95,0,0,0,0,0,0,0,49.9,60.85,0,39.85,10.5,0,0,0,0,0,0,0,0,0,25.85,19.9,0,12.95,0,0,0,147.25
3162257,0,0,1.61806981519507,0.334017796030116,5,2,46.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,19.95,0,0,0,0,0,0,5.95,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12.9
3162567,0,0,5.98767967145791,1.26488706365503,10,5,110.72,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13.24,0,0,0,83.8,0,0,0,0,0,0,0,0,0,0,0,0,0,13.68,0,0,0,0
3164560,0,0,2.15195071868583,2.15195071868583,3,1,67.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.95,0,0,0,0,17.9,0,0
3165833,0,0,6.40383299110198,2.62559890485969,21,4,347.19,0,0,0,1,4,6,0,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,34.77,125.29,68.26,0,0,45.86,0,0,35.66,12.68,7.67,0,0,0,0,0,0,0,0,6.5,0,0,0,0,5,0,5.5
3167461,0,0,7.03901437371663,0.372347707049966,34,13,365.72,0,0,0,0,0,2,0,1,1,9,0,5,2,0,0,0,0,0,1,11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19.19,0,5.11,9.95,105.04,0,73.91,17.12,0,0,0,0,0,5.01,97.28,0,0,0,0,0,20.43,0,0,0,12.68
3167470,1,0,6.71047227926078,1.88364134154689,8,5,102.94,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.68,64.8,0,0,0,0,0,0,0,0,0,25.46,0,0,0,0,0,0,0,0,0,0
3168310,0,0,7.04996577686516,0.265571526351814,52,14,472.91,0,0,0,0,1,0,0,1,3,1,0,9,6,1,0,0,0,0,0,15,8,0,2,0,0,1,1,0,1,2,0,0,0,0,7.64,0,0,10.17,60.54,0,0,123.1,48.47,4.95,0,0,0,0,0,104.22,62.99,0,12.52,0,0,6.5,5.09,0,9.95,16.77
3168433,0,0,6.82546201232033,1.94113620807666,20,7,162.31,0,0,0,0,0,0,0,0,1,1,0,6,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,39.17,109.5,0,0,0,0,0,0,6.14,0,0,0,0,0,0,0,0,0,0
3169456,1,0,3.65776865160849,3.65776865160849,1,1,15.24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170438,0,0,6.96235455167693,0.725530458590007,75,23,1048.7,16,3,5,2,0,0,0,2,3,7,2,4,0,1,0,4,0,0,0,3,7,2,1,0,0,4,3,5,0,1,141.45,39.57,33.12,44.72,0,0,0,16.8,53.53,117.36,53.17,79.07,0,25.51,0,44.23,0,0,0,25.51,114.94,12.57,6.62,0,0,40.75,45.84,148.88,0,5.06
3171981,1,0,5.86173853524983,0.0629705681040383,19,6,198.1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,3,0,1,2,1,0,0,0,0,0,0,0,7.95,10.2,0,0,20.43,0,0,0,0,0,0,0,0,57.98,14.8,0,0,0,29.07,0,25.46,27.1,5.11
3172007,1,42.75,3.98357289527721,0.114989733059548,20,7,198.3,0,0,0,0,0,1,0,0,0,6,0,2,0,0,0,0,0,0,1,3,2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,10.12,0,0,0,33.4,0,24.9,0,0,0,0,0,0,2.95,24.07,33.8,0,0,0,0,0,14.95,0,0,54.1
3174921,1,0,3.94798083504449,0.0848733744010951,15,3,119.54,0,1,0,0,0,2,0,0,1,1,0,0,1,0,0,2,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,5.09,0,0,0,13.7,0,0,7.64,5.06,0,0,8.67,0,0,11.48,0,0,0,50.87,7.95,4.06,0,0,0,0,0,5.01,0,0
